estilo	livro	capitulo	versiculo	texto
PDT	Lucas	1	59	A los ocho días de nacido , cuando el niño iba a ser circuncidado , vinieron , y querían ponerle por nombre Zacarías , como su papá .
PDT	Lucas	1	60	Pero la mamá levantó la voz y dijo : —¡No ! Su nombre debe ser Juan .
PDT	Lucas	1	61	Ellos le dijeron : —Ninguno de tus familiares se llama así .
PDT	Lucas	1	62	Entonces , por señas le preguntaron a Zacarías qué nombre le quería poner a su hijo .
PDT	Lucas	1	63	Pidió que le trajeran una tabla en la que escribió : « Su nombre es Juan » . Todos se quedaron atónitos .
PDT	Lucas	1	64	Inmediatamente se le soltó la lengua y empezó a hablar y a alabar al Señor .
PDT	Lucas	1	65	Todos los vecinos se atemorizaron . Se corrió la voz de lo sucedido por toda la región montañosa donde vivían en Judea .
PDT	Lucas	1	66	La gente se preguntaba : « ¿Qué llegará a ser este niño ? » Porque estaba claro que el poder del Señor estaba con él . Zacarías alaba a Dios
PDT	Lucas	1	67	Entonces Zacarías , el papá del niño , se llenó del Espíritu Santo y profetizó :
PDT	Lucas	1	68	« Bendito sea el Señor , Dios de Israel , porque ha venido a ayudar a su pueblo y a liberarlo .
PDT	Lucas	1	69	Nos ha dado un Salvador poderoso de la familia de su siervo David ,
PDT	Lucas	1	70	tal como lo prometió en el pasado por medio de sus santos profetas .
PDT	Lucas	1	71	Prometió salvarnos de nuestros enemigos y del poder de todos los que nos odian .
PDT	Lucas	1	72	También prometió que tendría compasión de nuestros antepasados y que no olvidaría el pacto santo que hizo con ellos .
PDT	Lucas	1	73	El pacto era la promesa que le hizo a nuestro antepasado Abraham . Prometió liberarnos
PDT	Lucas	1	74	del poder de nuestros enemigos para que podamos adorarle sin ningún temor .
PDT	Lucas	1	75	Dios quiere que le adoremos con un corazón puro y que practiquemos la justicia toda nuestra vida .
PDT	Lucas	1	76	» En cuanto a ti , hijito mío , te llamarán profeta del Dios Altísimo . Irás delante del Señor para prepararle el camino .
PDT	Lucas	1	77	Tú le anunciarás a su pueblo que él los salvará por medio del perdón de sus pecados .
PDT	Lucas	1	78	» Porque por el amor y la compasión de Dios , nos mandará del cielo un nuevo día .
PDT	Lucas	1	79	Iluminará a los que viven en la oscuridad atemorizados por la muerte . Su luz guiará nuestros pasos hacia el camino que lleva a la paz » .
PDT	Lucas	1	80	El niño crecía y se fortalecía espiritualmente [ b ] . Vivió en el desierto [ c ] hasta el día en que se presentó ante el pueblo de Israel . ©
PDT	Lucas	1	2005	,
PDT	Lucas	1	2008	,
PDT	Lucas	1	2012	,
PDT	Lucas	1	2015	Bible League International
PDT	Lucas	2	2	S 12:3 . - 2:7 en el cuarto de huéspedes o en la posada . - 2:22 purificados La ley de Moisés establecía que
PDT	Lucas	2	3	Por lo tanto , cada uno tenía que ir a inscribirse a su propio pueblo .
PDT	Lucas	2	4	Entonces José también salió del pueblo de Nazaret de Galilea . Se fue a Judea , a Belén , al pueblo del rey David , porque era descendiente de él .
PDT	Lucas	2	5	Se registró con María , quien estaba comprometida con él . Ella estaba embarazada y
PDT	Lucas	2	6	mientras estaban allí , llegó el momento de que diera a luz .
PDT	Lucas	2	7	Al nacer su hijo primogénito , lo envolvió en retazos de tela y lo acostó en un pesebre dentro de la casa , [ a ] porque no había ningún lugar para ellos en el cuarto de huéspedes . [ b ] Anuncio de los ángeles a los pastores
PDT	Lucas	2	8	Cerca de ahí había algunos pastores que pasaban la noche en el campo cuidando su rebaño .
PDT	Lucas	2	9	Y se les apareció un ángel del Señor . El esplendor de la presencia del Señor los rodeó y se aterrorizaron .
PDT	Lucas	2	10	Pero el ángel les dijo : « No tengan miedo , traigo buenas noticias que les darán mucha alegría a todos .
PDT	Lucas	2	11	Hoy en el pueblo del rey David , les ha nacido un Salvador , que es el Mesías , el Señor .
PDT	Lucas	2	12	Como señal , encontrarán a un bebé envuelto en retazos de tela , acostado en un pesebre » .
PDT	Lucas	2	13	De repente , junto al ángel , apareció una gran multitud de ángeles del cielo , y todos alababan a Dios :
PDT	Lucas	2	14	« ¡Alaben a Dios en los cielos ! ¡Que haya paz en la tierra para la gente que agrada a Dios ! »
PDT	Lucas	2	15	Cuando los ángeles se fueron al cielo , los pastores se dijeron entre ellos : « Vamos a Belén a ver lo que ha sucedido y lo que el Señor nos ha anunciado » .
PDT	Lucas	2	16	Así que fueron de prisa y encontraron a María y a José , y vieron al bebé acostado en el pesebre .
PDT	Lucas	2	17	Cuando los pastores lo vieron , les contaron a todos lo que se les había dicho acerca del niño .
PDT	Lucas	2	18	Todos los que escucharon se asombraron de lo que los pastores les contaron ,
PDT	Lucas	2	19	pero María reflexionaba sobre todo esto y trataba de entenderlo .
PDT	Lucas	2	20	Después los pastores regresaron alabando a Dios por su grandeza , por todo lo que habían visto y oído . Todo había sucedido como se les había dicho .
PDT	Lucas	2	21	Cuando el bebé tenía ocho días de nacido , fue circuncidado y le pusieron por nombre Jesús . Este fue el nombre que el ángel le dio antes de que María quedara embarazada . Jesús es presentado en el templo
PDT	Lucas	2	22	Cuando llegó el día en que José y María debían ser purificados [ c ] como decía la ley de Moisés , llevaron a Jesús a Jerusalén para presentarlo al Señor .
PDT	Lucas	2	23	Como está escrito en la ley del Señor : « Todo primer varón debe ser dedicado al Señor » . [ d ]
PDT	Lucas	2	24	( A ) Fueron a ofrecer el sacrificio tal como la ley del Señor dice : « Ofrezcan un par de tórtolas o dos pichones » . [ e ]
PDT	Lucas	2	25	Había un hombre en Jerusalén que se llamaba Simeón . Dedicaba su vida a Dios y hacía su voluntad . Vivía esperando el tiempo en que Dios le trajera consuelo a Israel . [ f ] El Espíritu Santo estaba con él y le había dado a conocer
PDT	Lucas	2	26	que no moriría sin haber visto al Mesías , a quien el Señor enviaría .
PDT	Lucas	2	27	El Espíritu hizo ir a Simeón al área del templo . Cuando María y José trajeron al niño Jesús al templo para cumplir la ley ,
PDT	Lucas	2	28	Simeón tomó al niño en sus brazos y alabó a Dios :
PDT	Lucas	2	29	« Ahora , Señor , puedes dejar que tu siervo muera en paz , como lo prometiste .
PDT	Lucas	2	30	He visto con mis propios ojos cómo nos vas a salvar .
PDT	Lucas	2	31	Todas las naciones podrán ver ahora cuál es tu plan .
PDT	Lucas	2	32	Él será una luz que revelará tu camino a todas las naciones , y traerá honor a tu pueblo Israel » .
PDT	Lucas	2	33	Los padres de Jesús se asombraron por lo que Simeón decía sobre él .
PDT	Lucas	2	34	Entonces Simeón les dio su bendición y le dijo a María , la mamá de Jesús : —Dios ha elegido a este niño . Por él , en Israel muchos caerán y muchos se levantarán . Él será una señal de Dios que muchos no aceptarán .
PDT	Lucas	2	35	Sacará a la luz las verdaderas intenciones de muchos , las cuales han estado secretas hasta ahora . También te hará sufrir como si te traspasara una espada .
PDT	Lucas	2	36	Había también una profetisa llamada Ana , de la tribu de Aser e hija de Fanuel . Ya era muy anciana . Había quedado viuda después de siete años de casada .
PDT	Lucas	2	37	De ahí en adelante vivió sola hasta la edad de
PDT	Lucas	2	84	años . No se alejaba nunca del área del templo . Alababa a Dios día y noche con oración y ayuno .
PDT	Lucas	2	38	Ana llegaba en ese momento y comenzó a darle gracias a Dios y a hablarles del niño a todos los que estaban esperando la liberación de Jerusalén . El regreso a Nazaret
PDT	Lucas	2	39	Cuando María y José cumplieron con todo lo que la ley del Señor pedía , regresaron a Galilea , a su pueblo de Nazaret .
PDT	Lucas	2	40	días después de dar a luz , las mujeres debían ser purificadas mediante una ceremonia en el templo . Ver Lv 12:2-8 . - 2:23 Ver Éx 13:2 . - 2:24 Cita de Lv 12:8 . - 2:25 trajera consuelo a Israel Estaban tristes porque otras naciones los habían conquistado . ©
PDT	Lucas	2	41	Cada año los padres de Jesús iban a Jerusalén para la fiesta de la Pascua .
PDT	Lucas	2	42	Cuando Jesús tenía doce años , fueron allá como de costumbre .
PDT	Lucas	2	43	Después de la fiesta se regresaron a su casa , pero el niño Jesús se quedó en Jerusalén sin que sus padres lo supieran .
PDT	Lucas	2	44	Pensaban que Jesús estaba con el grupo y viajaron por un día . Al buscarlo entre los familiares y amigos ,
PDT	Lucas	2	45	no lo encontraron . Así que regresaron a Jerusalén para buscarlo allí .
PDT	Lucas	2	46	Después de tres días lo encontraron en el área del templo , sentado con los maestros . Los estaba escuchando y les hacía preguntas .
PDT	Lucas	2	47	Todos los que lo escuchaban quedaban impresionados por su entendimiento y sus respuestas .
PDT	Lucas	2	48	Sus padres quedaron asombrados cuando lo vieron , y su mamá le dijo : —Hijo , ¿por qué nos hiciste esto ? Tu papá y yo hemos estado muy preocupados buscándote .
PDT	Lucas	2	49	Jesús les contestó : —¿Por qué tenían que buscarme ? ¿No sabían que tengo que estar en la casa de mi Padre ?
PDT	Lucas	2	50	Pero no entendieron su respuesta .
PDT	Lucas	2	51	Después regresaron a Nazaret . Jesús les obedecía a ellos . Su mamá reflexionaba sobre todo lo que había pasado .
PDT	Lucas	2	52	Así , Jesús crecía en sabiduría y estatura , y Dios y la gente lo veían con buenos ojos . Footnotes - 2:7 dentro de la casa En aquellos tiempos de noche los animales domésticos se cuidaban dentro de la casa . Ver
PDT	Lucas	2	2005	,
PDT	Lucas	2	2008	,
PDT	Lucas	2	2012	,
PDT	Lucas	2	2015	Bible League International
PDT	Lucas	3	3	Juan iba por toda la región del río Jordán , anunciándoles a todos que cambiaran su manera de pensar y de vivir , y que se bautizaran para que Dios les perdonara sus pecados .
PDT	Lucas	3	15	La gente estaba a la expectativa y se preguntaba : « ¿Será posible que Juan sea el Mesías ? »
PDT	Lucas	3	2	Anás y Caifás eran los sumos sacerdotes . En ese tiempo , Dios le habló en el desierto a Juan , el hijo de Zacarías .
PDT	Lucas	3	4	Esto estaba de acuerdo con lo que había escrito el profeta Isaías : « Alguien grita en el desierto : “ ¡Preparen el camino para el Señor ; háganle caminos derechos !
PDT	Lucas	3	5	Todo valle será llenado , toda montaña y colina será allanada . Las sendas torcidas serán enderezadas , y los caminos escabrosos serán alisados .
PDT	Lucas	3	6	( A ) Todo el mundo verá la salvación que viene de Dios ” » . [ b ]
PDT	Lucas	3	7	Cuando la multitud venía para que Juan los bautizara , él les decía : « ¡Partida [ c ] de víboras ! ¿Quién les advirtió que escaparan de la ira de Dios que está por venir ?
PDT	Lucas	3	8	Vivan de tal manera que demuestre que realmente han cambiado . Y no me vengan con que “ Abraham es nuestro antepasado ” , porque les aseguro que Dios puede convertir hasta estas piedras en descendientes de Abraham .
PDT	Lucas	3	9	Y ya también el hacha está lista para cortar los árboles de raíz . Por tanto , todo árbol que no produzca buenos frutos será cortado y echado al fuego para que se queme » .
PDT	Lucas	3	10	La multitud le preguntó : —¿Entonces qué debemos hacer ?
PDT	Lucas	3	11	Juan les contestó : —El que tenga dos mantos que le dé uno al que no tiene y el que tenga comida que la comparta .
PDT	Lucas	3	12	Algunos cobradores de impuestos vinieron también a bautizarse y le dijeron a Juan : —¿Maestro , qué debemos hacer ?
PDT	Lucas	3	13	Él les dijo : —No cobren más de lo debido .
PDT	Lucas	3	14	Algunos soldados también le preguntaron : —¿Y qué debemos hacer nosotros ? Él les dijo : —No estafen ni chantajeen a nadie y confórmense con su salario .
PDT	Lucas	3	16	Juan les respondió a todos : « Los bautizo con agua , pero el que viene después de mí es más poderoso que yo . Ni siquiera soy digno de desatar las correas de sus sandalias . Él los bautizará con el Espíritu Santo y con fuego .
PDT	Lucas	3	17	Vendrá preparado para separar el trigo de la paja . [ d ] Guardará el trigo bueno en el granero y quemará la paja en un fuego que nunca se apagará » .
PDT	Lucas	3	18	Juan seguía anunciando las buenas noticias y animaba a la gente a cambiar . Juan el Bautista en la cárcel
PDT	Lucas	3	19	Tiempo después Juan criticó a Herodes , el gobernador , por vivir con Herodías , la esposa de su hermano , y también por otras maldades que había cometido .
PDT	Lucas	3	20	Y a esas maldades , Herodes añadió una más : metió a Juan en la cárcel . Bautismo de Jesús ( Mt 3:13-17 ; Mr 1:9-11 )
PDT	Lucas	3	21	Toda la gente se estaba bautizando , y Jesús también fue bautizado . Mientras estaba orando , el cielo se abrió
PDT	Lucas	3	22	y el Espíritu Santo bajó en forma de paloma . Entonces vino una voz del cielo que decía : « Tú eres mi hijo amado . Estoy muy contento contigo » . Historia familiar de José ( Mt 1:1-17 )
PDT	Lucas	3	23	Jesús tenía unos
PDT	Lucas	3	30	Leví era hijo de Simeón . Simeón era hijo de Judá . Judá era hijo de José . José era hijo de Jonán . Jonán era hijo de Eliaquim .
PDT	Lucas	3	24	Elí era hijo de Matat . Matat era hijo de Leví . Leví era hijo de Melquí . Melquí era hijo de Jana . Jana era hijo de José .
PDT	Lucas	3	25	José era hijo de Matatías . Matatías era hijo de Amós . Amós era hijo de Nahúm . Nahúm era hijo de Esli . Esli era hijo de Nagai .
PDT	Lucas	3	26	Nagai era hijo de Maat . Maat era hijo de Matatías . Matatías era hijo de Semei . Semei era hijo de Josec . Josec era hijo de Judá .
PDT	Lucas	3	27	Judá era hijo de Joanán . Joanán era hijo de Resa . Resa era hijo de Zorobabel . Zorobabel era hijo de Salatiel . Salatiel era hijo de Neri .
PDT	Lucas	3	28	Neri era hijo de Melquí . Melquí era hijo de Adi . Adi era hijo de Cosam . Cosam era hijo de Elmodam . Elmodam era hijo de Er .
PDT	Lucas	3	29	Er era hijo de Josué . Josué era hijo de Eliezer . Eliezer era hijo de Jorim . Jorim era hijo de Matat . Matat era hijo de Leví .
PDT	Lucas	3	31	Eliaquim era hijo de Melea . Melea era hijo de Mainán . Mainán era hijo de Matata . Matata era hijo de Natán . Natán era hijo de David .
PDT	Lucas	3	32	David era hijo de Isaí . Isaí era hijo de Obed . Obed era hijo de Booz . Booz era hijo de Salmón . Salmón era hijo de Naasón .
PDT	Lucas	3	33	Naasón era hijo de Aminadab . Aminadab era hijo de Admín . Admín era hijo de Arní . Arní era hijo de Esrom . Esrom era hijo de Fares . Fares era hijo de Judá .
PDT	Lucas	3	34	Judá era hijo de Jacob . Jacob era hijo de Isaac . Isaac era hijo de Abraham . Abraham era hijo de Taré . Taré era hijo de Nacor .
PDT	Lucas	3	35	Nacor era hijo de Serug . Serug era hijo de Ragau . Ragau era hijo de Péleg . Péleg era hijo de Héber . Héber era hijo de Sala .
PDT	Lucas	3	36	Sala era hijo de Cainán . Cainán era hijo de Arfaxad . Arfaxad era hijo de Sem . Sem era hijo de Noé . Noé era hijo de Lamec .
PDT	Lucas	3	37	Lamec era hijo de Matusalén . Matusalén era hijo de Enoc . Enoc era hijo de Jared . Jared era hijo de Mahalaleel . Mahalaleel era hijo de Cainán .
PDT	Lucas	3	38	Cainán era hijo de Enós . Enós era hijo de Set . Set era hijo de Adán . Adán era hijo de Dios . ©
PDT	Lucas	3	2005	,
PDT	Lucas	3	2008	,
PDT	Lucas	3	2012	,
PDT	Lucas	3	2015	Bible League International
PDT	Lucas	4	4	( A ) Jesús le respondió : —Está escrito : “ No sólo de pan vive el hombre ” . [ a ]
PDT	Lucas	4	2	por
PDT	Lucas	4	40	Al ponerse el sol , la gente llevó a Jesús a todos los que padecían de diversas enfermedades . Él impuso las manos sobre cada uno de ellos y los sanó .
PDT	Lucas	4	3	El diablo le dijo : —Si eres Hijo de Dios , dile a esta piedra que se convierta en pan .
PDT	Lucas	4	5	Entonces el diablo llevó a Jesús a un lugar alto y en un instante le mostró todos los reinos del mundo .
PDT	Lucas	4	6	El diablo le dijo : —Te daré la autoridad y grandeza de todos ellos . Me las han dado a mí , y se las puedo dar a quien yo quiera .
PDT	Lucas	4	7	Si te arrodillas y me adoras , todo será tuyo .
PDT	Lucas	4	8	( B ) Jesús le contestó : —Está escrito : “ Adora al Señor tu Dios y sírvele solamente a él ” . [ b ]
PDT	Lucas	4	9	Entonces el diablo llevó a Jesús a Jerusalén y lo puso en lo más alto de un extremo del área del templo , y le dijo : —Si eres el Hijo de Dios , tírate abajo desde aquí ,
PDT	Lucas	4	10	( C ) porque está escrito : “ El mandará a sus ángeles acerca de ti para que te cuiden ” [ c ] ,
PDT	Lucas	4	11	( D ) y “ Sus manos te rescatarán para que ni siquiera te lastimes los pies contra las piedras ” . [ d ]
PDT	Lucas	4	12	( E ) Jesús le contestó : —Dicho está : “ No pongas a prueba al Señor tu Dios ” . [ e ]
PDT	Lucas	4	13	Cuando el diablo había intentado todo , lo dejó hasta una próxima oportunidad . Jesús comienza su obra ( Mt 4:12-17 ; Mr 1:14-15 )
PDT	Lucas	4	14	Jesús regresó a Galilea con el poder del Espíritu ; toda la gente de esa región hablaba muy bien de él .
PDT	Lucas	4	15	Jesús comenzó a enseñar en sus sinagogas , y todos lo honraban . Jesús visita su pueblo ( Mt 13:53-58 ; Mr 6:1-6 )
PDT	Lucas	4	16	Entonces Jesús regresó a Nazaret , el pueblo donde había crecido . Como de costumbre , fue a la sinagoga en el día de descanso y se puso de pie para leer las Escrituras .
PDT	Lucas	4	17	Le dieron el libro del profeta Isaías , lo abrió y encontró la parte donde está escrito :
PDT	Lucas	4	18	« El Señor ha puesto su Espíritu en mí , porque me eligió para anunciar las buenas noticias a los pobres . Me envió a contarles a los prisioneros que serán liberados . A contarles a los ciegos que verán de nuevo , y a liberar a los oprimidos ;
PDT	Lucas	4	19	( F ) para anunciar que este año el Señor mostrará su bondad » . [ f ]
PDT	Lucas	4	20	Luego Jesús enrolló el libro , se lo devolvió al ayudante y se sentó . Todos los que estaban en la sinagoga le ponían mucha atención .
PDT	Lucas	4	21	Entonces Jesús les dijo : —Lo que acabo de leerles se ha cumplido hoy ante ustedes .
PDT	Lucas	4	22	Todos hablaban bien de Jesús . Estaban impresionados por lo bien que hablaba , y dijeron : —¿No es este el hijo de José ?
PDT	Lucas	4	23	Él les dijo : —Yo sé que me van a venir con el viejo refrán : “ Médico , cúrate a ti mismo . Haz aquí en tu propio pueblo lo mismo que oímos que hiciste en Capernaúm ” .
PDT	Lucas	4	24	Pero les digo la verdad : no se acepta a ningún profeta en su propio pueblo .
PDT	Lucas	4	25	Les aseguro que en los tiempos de Elías no llovió durante tres años y medio , no había comida en todo el país y había muchas viudas en Israel .
PDT	Lucas	4	26	Pero Elías no fue enviado a ninguna de ellas , sino a una viuda de Sarepta en la región de Sidón .
PDT	Lucas	4	27	También en los tiempos del profeta Eliseo había mucha gente con lepra en Israel , pero ninguno de ellos fue sanado , sino Naamán , que era sirio .
PDT	Lucas	4	28	Cuando escucharon eso , todos en la sinagoga se enfurecieron tanto que
PDT	Lucas	4	29	se levantaron y agarraron a Jesús y lo arrastraron fuera del pueblo . Lo llevaron a la cima del cerro donde estaba construido el pueblo para tirarlo desde allí .
PDT	Lucas	4	30	Pero Jesús pasó por en medio de todos y siguió su camino . Jesús sana a un endemoniado ( Mr 1:21-28 )
PDT	Lucas	4	31	Después , Jesús fue a Capernaúm , un pueblo de Galilea , y enseñaba a la gente en el día de descanso .
PDT	Lucas	4	32	Ellos se admiraban de sus enseñanzas porque su mensaje tenía autoridad .
PDT	Lucas	4	33	En la sinagoga había un hombre que tenía un espíritu maligno , quien gritó con fuerza :
PDT	Lucas	4	34	—¡Oye ! ¿Qué quieres de nosotros , Jesús de Nazaret ? ¿Has venido a destruirnos ? Yo sé quién eres tú : ¡el Santo de Dios !
PDT	Lucas	4	35	Pero Jesús reprendió al espíritu maligno y le dijo : —¡Cállate y sal de él ! Entonces delante de todos , el demonio tiró al hombre al suelo y después salió de él sin hacerle ningún daño .
PDT	Lucas	4	36	Todos se quedaron atónitos y se decían unos a otros : « ¿Qué clase de enseñanza es esta ? Jesús ordena con autoridad y poder a los espíritus malignos que salgan , ¡y ellos salen ! »
PDT	Lucas	4	37	Entonces la fama de Jesús se extendió por toda la región . Jesús sana a la suegra de Pedro ( Mt 8:14-15 ; Mr 1:29-31 )
PDT	Lucas	4	38	Jesús salió de la sinagoga y fue a casa de Simón [ g ] . La suegra de Simón tenía una fiebre muy alta y le rogaron a Jesús que la ayudara .
PDT	Lucas	4	39	Jesús se acercó y le ordenó a la fiebre que saliera de ella , y la fiebre la dejó . En ese mismo instante se puso de pie y empezó a atenderlos a todos . Jesús sana a mucha más gente ( Mt 8:16-17 ; Mr 1:32-34 )
PDT	Lucas	4	41	También de muchos de ellos salieron demonios que gritaban : « Tú eres el Hijo de Dios » . Sin embargo , Jesús reprendía a los demonios y no los dejaba hablar porque ellos sabían que él era el Mesías . Jesús anuncia el mensaje de Dios ( Mr 1:35-39 )
PDT	Lucas	4	42	Cuando se hizo de día , Jesús se fue a un lugar solitario . La multitud lo andaba buscando y llegaron a donde él estaba . Trataban de convencerlo de que no se fuera .
PDT	Lucas	4	43	Pero Jesús les dijo : —También tengo que anunciar la buena noticia del reino de Dios en otros pueblos . Para eso fui enviado .
PDT	Lucas	4	44	Jesús iba anunciando su mensaje en las sinagogas de Judea . ©
PDT	Lucas	4	2005	,
PDT	Lucas	4	2008	,
PDT	Lucas	4	2012	,
PDT	Lucas	4	2015	Bible League International
PDT	Lucas	5	5	Simón le respondió : —Maestro , estuvimos trabajando toda la noche y no pescamos nada . Pero si tú lo dices , lanzaré las redes .
PDT	Lucas	5	2	Jesús vio dos barcas que estaban cerca de la orilla del lago . Los pescadores habían bajado de ellas para lavar sus redes .
PDT	Lucas	5	3	Jesús subió a la de Simón y le pidió que lo alejara un poco de la orilla . Luego se sentó y le enseñó a la multitud desde la barca .
PDT	Lucas	5	4	Cuando terminó de hablar , le dijo a Simón : —Lleva la barca a aguas profundas y lancen las redes para pescar .
PDT	Lucas	5	6	Así lo hicieron y atraparon tantos peces que las redes se rompían .
PDT	Lucas	5	7	Entonces les hicieron señales a sus compañeros de la otra barca para que los ayudaran . Ellos fueron y llenaron tanto las dos barcas que casi se hundían .
PDT	Lucas	5	8	Al ver esto Simón Pedro se arrodilló delante de Jesús y le dijo : —¡Aléjate de mí , Señor , porque soy un pecador !
PDT	Lucas	5	9	Es que él y todos sus compañeros se llenaron de asombro por la gran pesca que habían hecho .
PDT	Lucas	5	10	Santiago y Juan , los hijos de Zebedeo y compañeros de Simón , también estaban asombrados . Entonces Jesús le dijo a Simón : —No tengas miedo . De ahora en adelante vas a pescar gente .
PDT	Lucas	5	11	Ellos trajeron sus barcas a la orilla , dejaron todo y siguieron a Jesús . Jesús sana a un leproso ( Mt 8:1-4 ; Mr 1:40-45 )
PDT	Lucas	5	12	Un día , Jesús estaba en un pueblo donde había un hombre con lepra en todo el cuerpo . Cuando vio a Jesús , se postró rostro en tierra delante de él y le rogó : —Señor , si quieres , puedes quitarme esta enfermedad .
PDT	Lucas	5	13	Entonces Jesús extendió la mano , lo tocó y dijo : —Sí quiero . ¡Sana ya ! En ese mismo instante la lepra desapareció .
PDT	Lucas	5	14	Jesús le ordenó : —No se lo cuentes a nadie . Ve y preséntate ante el sacerdote y da la ofrenda por haber sido sanado , como lo ordenó Moisés . Esto servirá para que la gente compruebe que has sido sanado . [ a ]
PDT	Lucas	5	15	Sin embargo , estas noticias se extendían cada vez más . Se le acercaban multitudes para oírlo y para que los sanara de sus enfermedades .
PDT	Lucas	5	16	A menudo Jesús se retiraba a lugares donde podía estar solo para orar . Jesús sana a un paralítico ( Mt 9:1-8 ; Mr 2:1-12 )
PDT	Lucas	5	17	Un día Jesús estaba enseñando , y unos fariseos y maestros de la ley estaban sentados allí . Habían venido de todos los pueblos de Galilea , Judea y de Jerusalén . El Señor le daba poder a Jesús para sanar a la gente .
PDT	Lucas	5	18	Entonces llegaron unos hombres que cargaban a un paralítico en una camilla . Querían entrar para ponerlo delante de Jesús ,
PDT	Lucas	5	19	pero había tanta gente que no pudieron llegar hasta él . Así que subieron al techo , quitaron unas tejas y lo bajaron en la camilla hasta que quedó en medio de la gente , ante Jesús .
PDT	Lucas	5	20	Cuando Jesús vio la fe que tenían , dijo : —Amigo , tus pecados quedan perdonados .
PDT	Lucas	5	21	Entonces los maestros de la ley y los fariseos se dijeron : « ¿Quién es este hombre ? Lo que dice es una ofensa a Dios . El único que puede perdonar pecados es Dios » .
PDT	Lucas	5	22	Pero Jesús sabía lo que estaban pensando , y les dijo : —¿Qué están pensando ?
PDT	Lucas	5	23	Tal vez piensen que es más fácil que yo le diga : “ Tus pecados quedan perdonados ” , porque eso no se puede comprobar . Pero si le digo : “ ¡Levántate y anda ! ”
PDT	Lucas	5	24	y así sucede , entonces quedará comprobado que el Hijo del hombre tiene en la tierra el poder de perdonar pecados . Así que Jesús le dijo al paralítico : —A ti te digo : ¡levántate , recoge tu camilla y vete a tu casa !
PDT	Lucas	5	25	De inmediato el hombre se levantó delante de todos , recogió su camilla y se fue a su casa alabando a Dios .
PDT	Lucas	5	26	Todos estaban asombrados y alababan a Dios . Estaban llenos de miedo y dijeron : —¡Hoy hemos visto cosas increíbles ! Leví sigue a Jesús ( Mt 9:9-13 ; Mr 2:13-17 )
PDT	Lucas	5	27	Después de esto , Jesús salió y vio a un cobrador de impuestos llamado Leví , sentado en el lugar donde se pagaban los impuestos . Jesús le dijo : —Sígueme .
PDT	Lucas	5	28	Dejándolo todo , se levantó y lo siguió .
PDT	Lucas	5	29	Luego Leví hizo una gran fiesta para Jesús en su casa . Muchos cobradores de impuestos y otros estaban comiendo con ellos .
PDT	Lucas	5	30	Los fariseos y los maestros de la ley se quejaron con los seguidores de Jesús : —¿Por qué beben y comen con cobradores de impuestos y pecadores ?
PDT	Lucas	5	31	Jesús les respondió : —Los sanos no necesitan médico , los enfermos sí .
PDT	Lucas	5	32	Yo no he venido a invitar a los buenos a que me sigan , sino a decirles a los pecadores que cambien su manera de pensar y de vivir . Una pregunta sobre el ayuno ( Mt 9:14-17 ; Mr 2:18-22 )
PDT	Lucas	5	33	Le dijeron a Jesús : —Los seguidores de Juan ayunan y oran con frecuencia al igual que los seguidores de los fariseos . En cambio , tus seguidores siempre están comiendo y bebiendo .
PDT	Lucas	5	34	Jesús les contestó : —Cuando hay una boda , no se puede exigir que los amigos del novio ayunen mientras él está con ellos .
PDT	Lucas	5	35	Pero llegará el día en que se llevarán al novio y entonces en ese tiempo ayunarán .
PDT	Lucas	5	36	También les contó una historia : —Nadie quita un retazo de un vestido nuevo para arreglar uno viejo , porque echa a perder el vestido nuevo , y el retazo nuevo no queda bien con el vestido viejo .
PDT	Lucas	5	37	Ni tampoco echa vino nuevo en cueros viejos , porque el vino nuevo revienta los cueros , se derrama y se dañan los cueros .
PDT	Lucas	5	38	El vino nuevo se echa en cueros nuevos .
PDT	Lucas	5	39	Después de tomar vino añejo , nadie quiere tomar vino nuevo , porque dice : “ El vino añejo es bueno ” . Footnotes - 5:14 La ley ordenaba que un sacerdote revisara a los leprosos cuando sanaran . Ver Lv 14:2 . ©
PDT	Lucas	5	2005	,
PDT	Lucas	5	2008	,
PDT	Lucas	5	2012	,
PDT	Lucas	5	2015	Bible League International
PDT	Lucas	6	6	Otro día de descanso , Jesús fue a la sinagoga y enseñó . Había allí un hombre que tenía paralizada la mano derecha .
PDT	Lucas	6	2	Entonces algunos fariseos dijeron : —¿Por qué hacen ustedes lo que está prohibido en el día de descanso ?
PDT	Lucas	6	3	Jesús les respondió : —¿No han leído ustedes lo que hizo David cuando él y sus compañeros tuvieron hambre ?
PDT	Lucas	6	4	Entró a la casa de Dios y tomó los panes que se consagran a Dios , comió de ellos y también les dio a sus compañeros . Y ustedes bien saben que no se permite a nadie comer de esos panes , sino sólo a los sacerdotes .
PDT	Lucas	6	5	Entonces les dijo : —El Hijo del hombre es Señor del día de descanso . Jesús sana en el día de descanso ( Mt 12:9-14 ; Mr 3:1-6 )
PDT	Lucas	6	7	Los maestros de la ley y los fariseos estaban esperando que Jesús sanara a alguien en el día de descanso porque buscaban alguna razón para acusarlo .
PDT	Lucas	6	8	Jesús sabía lo que estaban pensando . Le dijo al hombre que tenía la mano paralizada : —Levántate y ponte frente a todos . Entonces el hombre se levantó y se paró allí ,
